STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-12,7.16,0.08,0,0,86,63,220,210,23,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-13,6.04,0,0,0,92,63,90,90,19.9,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-14,6.93,0,0,0,67,60,70,60,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-15,10.29,0.4,0,0,81,66,160,170,21,31.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-16,12.53,2.25,0,0,72,55,280,270,36.9,49,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-17,7.38,0,0,0,69,52,330,300,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-18,9.17,0,0,0,69,53,350,300,17,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-19,4.92,0,0,0,74,49,340,270,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-20,4.7,0,0,0,77,56,170,170,13,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-21,4.03,0.16,0,0,80,63,20,30,12.1,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-22,8.5,0,0,0,89,65,330,300,16.1,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-23,14.09,0,0,0,81,61,330,340,23,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-24,8.28,0,0,0,78,57,320,320,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-25,5.14,0,0,0,84,60,350,320,14.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-26,6.26,0,0,0,88,64,260,230,16.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-27,7.38,0.91,0,0,92,69,330,350,32,42.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-28,8.28,0.03,0,0,88,62,60,90,21,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-29,6.71,0.29,0,0,62,58,80,80,14.1,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-30,6.26,0,0,0,76,59,340,340,14.1,18.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-05-31,9.4,0,0,0,81,61,10,10,19.9,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-01,6.49,0,0,0,77,59,170,180,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-02,9.62,0,0,0,82,58,190,110,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-03,7.16,0.01,0,0,86,67,300,300,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-04,4.92,0.41,0,0,90,70,320,320,21,25.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-05,10.96,0.01,0,0,82,66,340,330,21.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-06,7.16,0,0,0,81,62,340,350,17,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-07,3.13,0,0,0,86,64,120,110,13,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-08,8.05,0.24,0,0,85,67,170,200,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-09,7.38,0.21,0,0,85,70,130,180,13,16.1,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-10,4.92,0.78,0,0,88,74,60,50,14.1,15,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-11,8.05,0.8,0,0,88,72,110,130,21,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-12,8.05,0.09,0,0,80,71,120,70,16.1,21,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-13,7.38,0.22,0,0,83,72,310,300,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-14,12.97,0,0,0,78,66,340,340,23,31.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-15,4.92,0,0,0,84,60,30,280,13,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-16,3.8,0,0,0,90,68,220,220,13,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-17,6.71,0,0,0,97,73,170,300,16.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-18,8.05,0,0,0,95,77,210,220,25.9,38.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-19,8.05,0,0,0,87,74,20,30,21,23.9,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-20,6.04,0,0,0,87,70,340,340,13,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-21,6.71,0,0,0,75,69,200,200,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-22,6.04,0.09,0,0,82,68,110,120,13,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-23,8.95,0,0,0,85,68,170,180,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-24,10.29,0,0,0,87,69,180,180,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-25,8.95,0.45,0,0,89,75,320,280,23.9,31.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-26,8.95,0,0,0,89,74,330,350,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-27,8.05,0,0,0,88,72,80,80,14.1,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-28,6.93,0,0,0,87,69,170,140,14.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-29,7.38,0,0,0,87,69,180,230,14.1,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-06-30,9.62,0,0,0,89,72,190,160,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-01,11.41,0,0,0,93,76,170,170,19.9,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-02,9.17,0.04,0,0,99,77,330,300,21.9,29.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-03,6.93,0.36,0,0,92,75,280,280,30,38,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-04,14.99,0.16,0,0,83,68,320,320,31.1,42.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-05,7.61,0,0,0,86,64,10,10,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-06,8.95,0,0,0,89,65,200,200,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-07,12.08,0,0,0,94,74,200,210,17,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-08,12.08,0.76,0,0,96,72,290,300,36,47,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-09,6.71,0.02,0,0,89,73,220,250,19.9,25.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-10,5.14,1.31,0,0,87,69,320,320,36,49,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-11,4.47,0,0,0,89,69,70,70,8.9,12.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-12,9.84,0,0,0,90,73,170,200,16.1,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-13,11.41,0.05,0,0,94,76,340,330,23,28,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-14,6.71,0.16,0,0,93,76,300,300,30,42.9,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-15,5.37,1.71,0,0,89,72,340,350,18.1,23,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-16,8.28,0,0,0,82,71,340,340,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-17,6.49,0,0,0,83,66,350,340,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-18,4.25,0,0,0,86,68,120,120,13,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-19,5.14,0,0,0,84,73,120,150,15,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-20,4.47,0,0,0,85,73,80,90,10.1,12.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-21,5.37,0,0,0,86,73,160,160,12.1,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-22,8.28,0,0,0,88,74,180,180,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-23,8.28,0,0,0,94,75,330,340,18.1,28,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-24,8.5,0.01,0,0,83,71,20,10,15,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-25,7.61,0,0,0,85,65,350,330,16.1,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-26,7.61,0,0,0,88,72,180,170,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-27,9.62,0.1,0,0,87,73,330,330,25.1,30,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-28,13.42,0,0,0,86,71,250,260,25.1,36.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-29,10.51,0,0,0,78,65,280,270,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-30,6.71,0,0,0,80,60,170,160,16.1,21,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-07-31,6.93,0,0,0,89,67,210,200,15,21,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-01,6.93,0.11,0,0,80,68,160,160,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-02,6.04,0.06,0,0,84,68,130,260,10.1,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-03,5.14,0.45,0,0,85,70,320,330,21.9,25.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-04,3.8,0,0,0,89,69,130,340,10.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-05,4.25,0.38,0,0,92,70,10,360,28,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-06,6.26,0,0,0,85,70,330,350,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-07,6.93,0,0,0,87,71,10,20,16.1,21.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-08,5.37,0,0,0,84,69,130,160,8.9,8.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-09,4.47,0,0,0,87,71,130,130,15,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-10,4.92,0,0,0,88,71,170,170,13,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-11,6.71,0.03,0,0,85,70,160,150,15,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-12,5.37,1.6,0,0,78,73,160,160,25.1,32,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-13,10.74,0,0,0,86,70,320,310,21,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-14,7.16,0,0,0,85,64,260,250,19.9,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-15,7.61,0,0,0,82,62,260,260,19.9,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-16,5.14,0,0,0,85,65,230,240,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-17,7.61,0.01,0,0,88,72,220,330,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-18,5.14,0,0,0,84,72,120,120,13,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-19,6.71,0,0,0,86,74,90,100,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-20,5.59,0.26,0,0,89,72,230,230,16.1,19.9,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-21,3.13,0.01,0,0,90,71,270,250,12.1,17,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-22,5.59,0,0,0,84,74,50,280,13,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-23,6.71,0.21,0,0,76,71,70,70,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-24,6.71,0,0,0,82,68,60,60,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-25,5.59,0,0,0,84,66,100,80,14.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-26,4.25,0,0,0,89,67,110,110,8.9,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-27,4.7,0,0,0,89,69,170,180,13,15,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-28,10.29,0,0,0,86,71,330,330,18.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-29,5.37,0,0,0,84,65,100,110,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-30,6.93,0,0,0,86,70,160,180,10.1,13,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-08-31,9.84,0.27,0,0,96,77,310,300,23,29.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-01,5.14,0.02,0,0,95,76,320,330,18.1,28,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-02,6.71,0.08,0,0,95,77,320,330,25.9,33.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-03,3.8,0,0,0,89,77,120,110,8.9,10.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-04,5.82,0,0,0,91,74,130,130,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-05,7.16,0,0,0,93,76,190,180,13,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-06,9.17,0.1,0,0,95,75,340,310,23.9,32,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-07,9.84,0,0,0,84,70,20,10,18.1,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-08,10.29,0,0,0,77,70,100,100,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-09,10.51,0,0,0,79,70,60,60,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-10,8.28,0,0,0,83,71,180,180,15,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-11,10.74,0,0,0,91,72,210,210,19.9,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-12,9.84,0,0,0,80,67,360,360,21,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-13,7.38,0.23,0,0,73,63,340,340,23.9,30,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-14,6.04,0,0,0,74,56,20,30,15,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-15,5.59,0,0,0,77,58,170,150,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-16,9.17,0,0,0,80,63,330,320,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-17,4.25,0,0,0,79,59,120,130,10.1,13,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-18,4.47,0,0,0,81,64,50,40,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-19,7.61,0,0,0,78,61,100,120,15,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-20,4.7,0,0,0,84,64,160,140,13,16.1,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-21,6.26,0,0,0,86,64,320,340,21.9,29.1,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-22,13.87,0,0,0,76,59,330,330,23.9,32,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-23,5.59,0,0,0,75,54,330,330,14.1,17,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-24,11.41,0.04,0,0,73,59,60,50,21.9,25.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-25,13.42,0.64,0,0,69,63,10,10,21,25.1,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-26,6.49,0,0,0,78,60,10,360,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-27,3.36,0,0,0,85,60,120,100,10.1,13,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-28,3.36,0,0,0,82,61,170,170,12.1,13,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-29,4.92,0,0,0,74,65,170,170,13,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-09-30,4.92,0,0,0,79,67,320,310,15,19.9,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-01,4.92,0.05,0,0,77,66,70,50,12.1,13,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-02,3.58,0,0,0,78,63,100,110,12.1,14.1,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-03,8.95,0.09,0,0,73,64,170,160,18.1,23,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-04,12.3,0.03,0,0,72,50,310,320,25.1,36,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-05,6.26,0,0,0,65,44,170,260,18.1,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-06,12.08,0,0,0,77,49,170,180,21.9,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-07,10.74,0.15,0,0,75,62,180,180,23,28,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-08,9.17,0,0,0,80,59,330,210,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-09,6.49,0,0,0,75,56,270,200,16.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-10,7.38,0.08,0,0,66,56,10,10,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-11,8.28,0.4,0,0,61,55,350,340,16.1,18.1,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-12,5.82,0,0,0,65,53,30,40,12.1,15,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-13,1.34,0.1,0,0,68,61,350,150,6,8.1,1,1,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-14,10.74,0,0,0,82,64,170,170,25.9,32,1,1,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-15,9.84,1.44,0,0,80,61,240,240,25.1,33.1,1,1,1,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2014-10-16,5.82,0.02,0,0,68,60,190,190,13,15,1,,,,,,,1,,,,,,,,,,
